Fecha,Hora,AGU,ATM,CEN,LDO,MIR,OBL,PIN,TLA,VAL
2011-01-01,00,7.000000,3.000000,2.000000,9.000000,1.000000,21.000000,,10.000000,11.000000
2011-01-01,01,7.000000,3.000000,2.000000,11.000000,2.000000,20.000000,,7.000000,8.000000
2011-01-01,02,7.000000,4.000000,2.000000,9.000000,2.000000,17.000000,,7.000000,6.000000
2011-01-01,03,7.000000,4.000000,2.000000,9.000000,2.000000,16.000000,,7.000000,6.000000
2011-01-01,04,6.000000,3.000000,2.000000,10.000000,2.000000,18.000000,,7.000000,6.000000
2011-01-01,05,5.000000,3.000000,2.000000,14.000000,4.000000,21.000000,,7.000000,5.000000
2011-01-01,06,4.000000,3.000000,2.000000,15.000000,,14.000000,,7.000000,5.000000
2011-01-01,07,4.000000,3.000000,2.000000,11.000000,,13.000000,,7.000000,5.000000
2011-01-01,08,7.000000,2.000000,2.000000,11.000000,,15.000000,,7.000000,7.000000
2011-01-01,09,22.000000,6.000000,3.000000,25.000000,1.000000,24.000000,,7.000000,12.000000
2011-01-01,10,39.000000,36.000000,22.000000,48.000000,20.000000,56.000000,,27.000000,43.000000
2011-01-01,11,64.000000,49.000000,47.000000,64.000000,64.000000,64.000000,,56.000000,82.000000
2011-01-01,12,93.000000,71.000000,64.000000,83.000000,88.000000,67.000000,,83.000000,97.000000
2011-01-01,13,118.000000,96.000000,85.000000,94.000000,100.000000,98.000000,,100.000000,123.000000
2011-01-01,14,74.000000,111.000000,94.000000,104.000000,66.000000,134.000000,,107.000000,133.000000
2011-01-01,15,53.000000,65.000000,66.000000,67.000000,47.000000,138.000000,,50.000000,72.000000
2011-01-01,16,52.000000,48.000000,38.000000,57.000000,43.000000,123.000000,,47.000000,66.000000
2011-01-01,17,52.000000,37.000000,32.000000,42.000000,36.000000,100.000000,,40.000000,63.000000
2011-01-01,18,49.000000,27.000000,19.000000,15.000000,11.000000,70.000000,,18.000000,60.000000
2011-01-01,19,13.000000,3.000000,3.000000,8.000000,2.000000,26.000000,,8.000000,39.000000
2011-01-01,20,16.000000,1.000000,3.000000,8.000000,,14.000000,,3.000000,34.000000
2011-01-01,21,19.000000,1.000000,2.000000,8.000000,1.000000,14.000000,,3.000000,14.000000
2011-01-01,22,5.000000,,2.000000,8.000000,,14.000000,,3.000000,5.000000
2011-01-01,23,4.000000,,2.000000,7.000000,,11.000000,,3.000000,5.000000
2011-01-02,00,6.000000,,2.000000,8.000000,,11.000000,,3.000000,7.000000
2011-01-02,01,21.000000,,2.000000,8.000000,,14.000000,,3.000000,5.000000
2011-01-02,02,6.000000,,2.000000,9.000000,,19.000000,,3.000000,4.000000
2011-01-02,03,11.000000,,2.000000,8.000000,,20.000000,,3.000000,3.000000
2011-01-02,04,13.000000,,2.000000,8.000000,,14.000000,,3.000000,2.000000
2011-01-02,05,11.000000,,2.000000,11.000000,,14.000000,,3.000000,4.000000
2011-01-02,06,3.000000,,2.000000,12.000000,,13.000000,,3.000000,3.000000
2011-01-02,07,3.000000,,2.000000,8.000000,,11.000000,,3.000000,3.000000
2011-01-02,08,4.000000,,2.000000,8.000000,,10.000000,,3.000000,4.000000
2011-01-02,09,14.000000,,2.000000,10.000000,,13.000000,,3.000000,18.000000
2011-01-02,10,23.000000,18.000000,7.000000,19.000000,1.000000,22.000000,,18.000000,37.000000
2011-01-02,11,37.000000,36.000000,24.000000,24.000000,33.000000,40.000000,,38.000000,48.000000
2011-01-02,12,47.000000,35.000000,25.000000,36.000000,41.000000,49.000000,,43.000000,51.000000
2011-01-02,13,39.000000,35.000000,27.000000,36.000000,41.000000,45.000000,,48.000000,46.000000
2011-01-02,14,55.000000,56.000000,38.000000,49.000000,49.000000,64.000000,,54.000000,59.000000
2011-01-02,15,67.000000,65.000000,37.000000,52.000000,53.000000,73.000000,,57.000000,75.000000
2011-01-02,16,69.000000,66.000000,40.000000,55.000000,42.000000,76.000000,,50.000000,73.000000
2011-01-02,17,49.000000,54.000000,38.000000,36.000000,42.000000,77.000000,,36.000000,56.000000
2011-01-02,18,24.000000,18.000000,13.000000,17.000000,11.000000,62.000000,,10.000000,47.000000
2011-01-02,19,10.000000,1.000000,2.000000,7.000000,1.000000,26.000000,,5.000000,19.000000
2011-01-02,20,3.000000,,2.000000,7.000000,,13.000000,,4.000000,4.000000
2011-01-02,21,7.000000,,2.000000,6.000000,,13.000000,,3.000000,4.000000
2011-01-02,22,17.000000,,2.000000,6.000000,7.000000,12.000000,,3.000000,16.000000
2011-01-02,23,21.000000,,2.000000,7.000000,,10.000000,,3.000000,18.000000
2011-01-03,00,7.000000,1.000000,2.000000,7.000000,,11.000000,,3.000000,9.000000
2011-01-03,01,17.000000,1.000000,2.000000,7.000000,,21.000000,,7.000000,40.000000
2011-01-03,02,14.000000,9.000000,2.000000,8.000000,,38.000000,,4.000000,34.000000
2011-01-03,03,5.000000,8.000000,2.000000,11.000000,,50.000000,,3.000000,25.000000
2011-01-03,04,19.000000,3.000000,2.000000,7.000000,,30.000000,,3.000000,12.000000
2011-01-03,05,6.000000,2.000000,2.000000,6.000000,,7.000000,,3.000000,6.000000
2011-01-03,06,3.000000,2.000000,2.000000,6.000000,,9.000000,,3.000000,4.000000
2011-01-03,07,3.000000,1.000000,2.000000,6.000000,,9.000000,,3.000000,4.000000
2011-01-03,08,4.000000,1.000000,2.000000,9.000000,,11.000000,,3.000000,5.000000
