Fecha,Hora,AGU,ATM,CEN,LDO,MIR,OBL,VAL
2008-03-24,21,31.000000,,57.000000,40.000000,27.000000,64.000000,35.000000
2008-03-24,22,10.000000,,40.000000,28.000000,7.000000,62.000000,12.000000
2008-03-24,23,2.000000,,26.000000,18.000000,6.000000,37.000000,12.000000
2008-03-25,00,4.000000,,31.000000,15.000000,16.000000,32.000000,10.000000
2008-03-25,01,9.000000,,24.000000,18.000000,9.000000,31.000000,11.000000
2008-03-25,02,10.000000,,27.000000,19.000000,19.000000,26.000000,7.000000
2008-03-25,03,20.000000,,25.000000,11.000000,22.000000,24.000000,10.000000
2008-03-25,04,20.000000,,27.000000,10.000000,24.000000,29.000000,12.000000
2008-03-25,05,20.000000,,33.000000,18.000000,22.000000,35.000000,17.000000
2008-03-25,06,27.000000,,34.000000,21.000000,23.000000,36.000000,25.000000
2008-03-25,07,28.000000,,33.000000,21.000000,22.000000,36.000000,27.000000
2008-03-25,08,33.000000,,29.000000,16.000000,20.000000,32.000000,26.000000
2008-03-25,09,29.000000,,24.000000,17.000000,17.000000,27.000000,23.000000
2008-03-25,10,26.000000,,19.000000,13.000000,12.000000,27.000000,18.000000
2008-03-25,11,21.000000,,19.000000,9.000000,11.000000,27.000000,18.000000
2008-03-25,12,21.000000,,23.000000,10.000000,10.000000,29.000000,18.000000
2008-03-25,13,11.000000,,22.000000,9.000000,6.000000,30.000000,14.000000
2008-03-25,14,17.000000,,22.000000,8.000000,5.000000,29.000000,15.000000
2008-03-25,15,12.000000,,23.000000,7.000000,6.000000,31.000000,14.000000
2008-03-25,16,17.000000,,23.000000,8.000000,6.000000,32.000000,13.000000
2008-03-25,17,16.000000,,27.000000,11.000000,7.000000,33.000000,10.000000
2008-03-25,18,12.000000,,27.000000,14.000000,10.000000,30.000000,12.000000
2008-03-25,19,33.000000,,42.000000,38.000000,28.000000,42.000000,26.000000
2008-03-25,20,38.000000,,47.000000,43.000000,34.000000,54.000000,41.000000
2008-03-25,21,17.000000,,32.000000,32.000000,20.000000,40.000000,15.000000
2008-03-25,22,12.000000,,29.000000,19.000000,12.000000,30.000000,13.000000
2008-03-25,23,7.000000,,27.000000,25.000000,9.000000,26.000000,22.000000
2008-03-26,00,5.000000,,21.000000,15.000000,8.000000,23.000000,17.000000
2008-03-26,01,5.000000,,19.000000,15.000000,7.000000,21.000000,5.000000
2008-03-26,02,6.000000,,16.000000,9.000000,10.000000,20.000000,4.000000
2008-03-26,03,4.000000,,17.000000,10.000000,17.000000,21.000000,9.000000
2008-03-26,04,12.000000,,22.000000,12.000000,18.000000,20.000000,7.000000
2008-03-26,05,17.000000,,25.000000,13.000000,17.000000,20.000000,7.000000
2008-03-26,06,22.000000,,33.000000,21.000000,14.000000,30.000000,22.000000
2008-03-26,07,25.000000,,40.000000,22.000000,6.000000,31.000000,28.000000
2008-03-26,08,23.000000,,40.000000,15.000000,17.000000,40.000000,24.000000
2008-03-26,09,25.000000,,39.000000,22.000000,26.000000,54.000000,14.000000
2008-03-26,10,28.000000,,38.000000,21.000000,25.000000,55.000000,12.000000
2008-03-26,11,22.000000,,26.000000,23.000000,27.000000,35.000000,9.000000
2008-03-26,12,20.000000,,25.000000,30.000000,16.000000,34.000000,8.000000
2008-03-26,13,18.000000,,21.000000,20.000000,11.000000,29.000000,11.000000
2008-03-26,14,12.000000,,24.000000,7.000000,6.000000,29.000000,9.000000
2008-03-26,15,8.000000,,21.000000,6.000000,5.000000,27.000000,9.000000
2008-03-26,16,9.000000,,20.000000,10.000000,5.000000,26.000000,8.000000
2008-03-26,17,7.000000,,22.000000,9.000000,5.000000,24.000000,12.000000
2008-03-26,18,11.000000,,32.000000,14.000000,7.000000,27.000000,11.000000
2008-03-26,19,26.000000,,42.000000,29.000000,26.000000,42.000000,25.000000
2008-03-26,20,14.000000,,31.000000,24.000000,16.000000,31.000000,13.000000
2008-03-26,21,11.000000,,32.000000,20.000000,12.000000,29.000000,18.000000
2008-03-26,22,10.000000,,30.000000,21.000000,13.000000,28.000000,18.000000
2008-03-26,23,14.000000,,21.000000,22.000000,11.000000,25.000000,7.000000
2008-03-27,00,7.000000,,17.000000,16.000000,17.000000,22.000000,13.000000
2008-03-27,01,14.000000,,17.000000,14.000000,20.000000,21.000000,6.000000
2008-03-27,02,23.000000,,20.000000,10.000000,18.000000,20.000000,9.000000
2008-03-27,03,25.000000,,25.000000,11.000000,18.000000,21.000000,23.000000
2008-03-27,04,24.000000,,30.000000,16.000000,19.000000,23.000000,21.000000
2008-03-27,05,24.000000,,28.000000,23.000000,17.000000,25.000000,20.000000
2008-03-27,06,23.000000,,35.000000,24.000000,9.000000,29.000000,29.000000
2008-03-27,07,26.000000,,39.000000,29.000000,15.000000,35.000000,33.000000
2008-03-27,08,36.000000,,53.000000,36.000000,21.000000,42.000000,52.000000
2008-03-27,09,63.000000,,63.000000,29.000000,29.000000,42.000000,66.000000
2008-03-27,10,47.000000,,47.000000,17.000000,23.000000,39.000000,63.000000
2008-03-27,11,9.000000,,36.000000,19.000000,8.000000,53.000000,8.000000
2008-03-27,12,8.000000,,16.000000,7.000000,4.000000,27.000000,7.000000
2008-03-27,13,6.000000,,19.000000,7.000000,4.000000,23.000000,7.000000
2008-03-27,14,7.000000,,17.000000,7.000000,4.000000,23.000000,7.000000
2008-03-27,15,6.000000,,17.000000,6.000000,4.000000,24.000000,7.000000
2008-03-27,16,7.000000,,19.000000,10.000000,4.000000,22.000000,9.000000
2008-03-27,17,8.000000,,20.000000,9.000000,4.000000,24.000000,11.000000
2008-03-27,18,13.000000,,25.000000,25.000000,11.000000,25.000000,10.000000
2008-03-27,19,23.000000,,36.000000,31.000000,25.000000,34.000000,17.000000
2008-03-27,20,28.000000,,42.000000,33.000000,29.000000,45.000000,22.000000
2008-03-27,21,24.000000,,39.000000,37.000000,24.000000,43.000000,18.000000
2008-03-27,22,11.000000,,31.000000,31.000000,33.000000,34.000000,11.000000
2008-03-27,23,16.000000,,26.000000,34.000000,30.000000,33.000000,21.000000
2008-03-28,00,15.000000,,24.000000,34.000000,30.000000,33.000000,14.000000
2008-03-28,01,32.000000,,30.000000,30.000000,27.000000,34.000000,12.000000
2008-03-28,02,35.000000,,26.000000,24.000000,30.000000,25.000000,10.000000
2008-03-28,03,38.000000,,30.000000,19.000000,33.000000,21.000000,10.000000
2008-03-28,04,28.000000,,37.000000,14.000000,29.000000,31.000000,22.000000
2008-03-28,05,21.000000,,41.000000,31.000000,29.000000,42.000000,31.000000
2008-03-28,06,36.000000,,41.000000,36.000000,29.000000,36.000000,40.000000
2008-03-28,07,41.000000,,46.000000,36.000000,26.000000,45.000000,45.000000
2008-03-28,08,42.000000,,69.000000,47.000000,31.000000,59.000000,53.000000
2008-03-28,09,44.000000,,78.000000,37.000000,44.000000,56.000000,59.000000
2008-03-28,10,24.000000,,64.000000,20.000000,8.000000,61.000000,60.000000
2008-03-28,11,15.000000,,29.000000,10.000000,7.000000,40.000000,11.000000
2008-03-28,12,19.000000,,21.000000,6.000000,5.000000,21.000000,8.000000
2008-03-28,13,15.000000,,19.000000,8.000000,4.000000,24.000000,9.000000
2008-03-28,14,9.000000,,21.000000,7.000000,5.000000,26.000000,9.000000
2008-03-28,15,11.000000,,20.000000,7.000000,4.000000,29.000000,8.000000
2008-03-28,16,8.000000,,19.000000,7.000000,5.000000,26.000000,10.000000
2008-03-28,17,10.000000,,26.000000,12.000000,7.000000,27.000000,13.000000
2008-03-28,18,14.000000,,34.000000,19.000000,9.000000,29.000000,19.000000
2008-03-28,19,14.000000,,39.000000,31.000000,11.000000,44.000000,23.000000
2008-03-28,20,18.000000,,41.000000,27.000000,11.000000,56.000000,32.000000
2008-03-28,21,14.000000,,37.000000,24.000000,10.000000,51.000000,26.000000
2008-03-28,22,14.000000,,41.000000,31.000000,12.000000,50.000000,12.000000
2008-03-28,23,23.000000,,39.000000,25.000000,10.000000,46.000000,19.000000
2008-03-29,00,28.000000,,40.000000,35.000000,7.000000,37.000000,9.000000
2008-03-29,01,16.000000,,39.000000,30.000000,20.000000,34.000000,13.000000
2008-03-29,02,18.000000,,29.000000,34.000000,28.000000,28.000000,11.000000
2008-03-29,03,17.000000,,28.000000,30.000000,30.000000,26.000000,14.000000
2008-03-29,04,19.000000,,28.000000,28.000000,31.000000,24.000000,17.000000
2008-03-29,05,37.000000,,24.000000,20.000000,31.000000,24.000000,23.000000
2008-03-29,06,37.000000,,27.000000,35.000000,27.000000,46.000000,40.000000
2008-03-29,07,36.000000,,42.000000,36.000000,25.000000,51.000000,46.000000
2008-03-29,08,38.000000,,57.000000,31.000000,28.000000,50.000000,47.000000
2008-03-29,09,30.000000,,55.000000,25.000000,31.000000,44.000000,41.000000
2008-03-29,10,44.000000,,32.000000,17.000000,13.000000,35.000000,50.000000
2008-03-29,11,27.000000,,33.000000,8.000000,15.000000,36.000000,31.000000
2008-03-29,12,18.000000,,27.000000,10.000000,11.000000,36.000000,11.000000
2008-03-29,13,10.000000,,20.000000,10.000000,6.000000,28.000000,9.000000
2008-03-29,14,10.000000,,16.000000,9.000000,5.000000,24.000000,9.000000
2008-03-29,15,9.000000,,18.000000,7.000000,5.000000,25.000000,8.000000
2008-03-29,16,6.000000,,21.000000,7.000000,5.000000,23.000000,8.000000
2008-03-29,17,7.000000,,24.000000,11.000000,5.000000,24.000000,9.000000
2008-03-29,18,9.000000,,22.000000,19.000000,8.000000,28.000000,14.000000
2008-03-29,19,13.000000,,39.000000,32.000000,17.000000,43.000000,22.000000
2008-03-29,20,16.000000,,37.000000,28.000000,11.000000,54.000000,24.000000
2008-03-29,21,16.000000,,36.000000,39.000000,20.000000,51.000000,17.000000
2008-03-29,22,14.000000,,37.000000,40.000000,20.000000,45.000000,20.000000
2008-03-29,23,11.000000,,31.000000,39.000000,16.000000,49.000000,22.000000
2008-03-30,00,28.000000,,33.000000,36.000000,27.000000,44.000000,18.000000
2008-03-30,01,30.000000,,41.000000,35.000000,27.000000,44.000000,25.000000
2008-03-30,02,32.000000,,30.000000,34.000000,26.000000,46.000000,34.000000
2008-03-30,03,33.000000,,25.000000,34.000000,26.000000,46.000000,32.000000
2008-03-30,04,33.000000,,24.000000,28.000000,23.000000,44.000000,35.000000
2008-03-30,05,30.000000,,17.000000,18.000000,22.000000,47.000000,36.000000
2008-03-30,06,28.000000,,26.000000,28.000000,26.000000,48.000000,35.000000
2008-03-30,07,31.000000,,30.000000,32.000000,23.000000,46.000000,41.000000
2008-03-30,08,32.000000,,24.000000,35.000000,29.000000,49.000000,55.000000
2008-03-30,09,21.000000,,21.000000,11.000000,30.000000,43.000000,31.000000
2008-03-30,10,17.000000,,21.000000,6.000000,13.000000,34.000000,14.000000
2008-03-30,11,10.000000,,19.000000,5.000000,11.000000,34.000000,10.000000
2008-03-30,12,7.000000,,20.000000,7.000000,7.000000,26.000000,5.000000
2008-03-30,13,7.000000,,16.000000,6.000000,4.000000,24.000000,5.000000
2008-03-30,14,7.000000,,16.000000,5.000000,2.000000,23.000000,6.000000
2008-03-30,15,5.000000,,20.000000,5.000000,4.000000,22.000000,5.000000
2008-03-30,16,6.000000,,21.000000,6.000000,3.000000,21.000000,4.000000
2008-03-30,17,5.000000,,21.000000,7.000000,4.000000,21.000000,7.000000
2008-03-30,18,8.000000,,38.000000,15.000000,4.000000,26.000000,13.000000
2008-03-30,19,11.000000,,51.000000,28.000000,8.000000,31.000000,18.000000
2008-03-30,20,13.000000,,56.000000,33.000000,16.000000,37.000000,27.000000
2008-03-30,21,17.000000,,57.000000,40.000000,23.000000,41.000000,12.000000
2008-03-30,22,13.000000,,40.000000,38.000000,29.000000,38.000000,12.000000
2008-03-30,23,14.000000,,26.000000,39.000000,28.000000,34.000000,16.000000
2008-03-31,00,13.000000,,31.000000,36.000000,28.000000,33.000000,20.000000
2008-03-31,01,24.000000,,24.000000,30.000000,28.000000,24.000000,12.000000
2008-03-31,02,20.000000,,27.000000,16.000000,29.000000,21.000000,7.000000
2008-03-31,03,17.000000,,25.000000,8.000000,24.000000,20.000000,15.000000
2008-03-31,04,16.000000,,27.000000,13.000000,19.000000,23.000000,11.000000
2008-03-31,05,18.000000,,33.000000,18.000000,20.000000,36.000000,28.000000
2008-03-31,06,28.000000,,34.000000,32.000000,16.000000,42.000000,34.000000
2008-03-31,07,33.000000,,33.000000,34.000000,23.000000,47.000000,40.000000
2008-03-31,08,43.000000,,29.000000,45.000000,35.000000,51.000000,48.000000
2008-03-31,09,40.000000,,40.000000,19.000000,34.000000,58.000000,66.000000
2008-03-31,10,33.000000,,41.000000,16.000000,34.000000,62.000000,61.000000
2008-03-31,11,24.000000,,43.000000,17.000000,9.000000,60.000000,39.000000
2008-03-31,12,17.000000,,27.000000,12.000000,5.000000,50.000000,23.000000
2008-03-31,13,4.000000,,21.000000,10.000000,5.000000,33.000000,9.000000
2008-03-31,14,4.000000,,16.000000,11.000000,3.000000,25.000000,6.000000
2008-03-31,15,5.000000,,14.000000,11.000000,5.000000,22.000000,7.000000
2008-03-31,16,5.000000,,19.000000,9.000000,6.000000,25.000000,7.000000
2008-03-31,17,7.000000,,18.000000,12.000000,7.000000,24.000000,8.000000
2008-03-31,18,12.000000,,28.000000,23.000000,23.000000,25.000000,12.000000
2008-03-31,19,25.000000,,39.000000,36.000000,31.000000,41.000000,20.000000
2008-03-31,20,26.000000,,38.000000,34.000000,33.000000,44.000000,20.000000
2008-03-31,21,17.000000,,37.000000,36.000000,23.000000,45.000000,13.000000
2008-03-31,22,12.000000,,35.000000,41.000000,24.000000,42.000000,16.000000
2008-03-31,23,12.000000,,31.000000,42.000000,28.000000,41.000000,9.000000
2008-04-01,00,21.000000,,33.000000,39.000000,30.000000,33.000000,18.000000
2008-04-01,01,30.000000,,43.000000,32.000000,31.000000,28.000000,18.000000
2008-04-01,02,15.000000,,39.000000,29.000000,26.000000,24.000000,38.000000
2008-04-01,03,30.000000,,42.000000,19.000000,26.000000,30.000000,37.000000
2008-04-01,04,33.000000,,40.000000,13.000000,25.000000,28.000000,38.000000
2008-04-01,05,34.000000,,39.000000,32.000000,27.000000,43.000000,36.000000
2008-04-01,06,33.000000,,39.000000,32.000000,17.000000,37.000000,23.000000
2008-04-01,07,35.000000,,42.000000,40.000000,23.000000,46.000000,47.000000
2008-04-01,08,59.000000,,48.000000,42.000000,31.000000,54.000000,63.000000
2008-04-01,09,81.000000,,60.000000,51.000000,36.000000,53.000000,59.000000
2008-04-01,10,65.000000,,57.000000,12.000000,23.000000,45.000000,56.000000
2008-04-01,11,33.000000,,34.000000,14.000000,18.000000,56.000000,29.000000
2008-04-01,12,36.000000,,31.000000,19.000000,15.000000,52.000000,31.000000
2008-04-01,13,32.000000,,31.000000,25.000000,18.000000,39.000000,14.000000
2008-04-01,14,18.000000,,17.000000,27.000000,20.000000,33.000000,9.000000
2008-04-01,15,14.000000,,14.000000,18.000000,12.000000,22.000000,8.000000
2008-04-01,16,14.000000,,14.000000,19.000000,8.000000,23.000000,9.000000
2008-04-01,17,9.000000,,21.000000,19.000000,7.000000,22.000000,10.000000
2008-04-01,18,12.000000,,27.000000,21.000000,10.000000,25.000000,11.000000
2008-04-01,19,22.000000,,34.000000,34.000000,26.000000,36.000000,17.000000
2008-04-01,20,22.000000,,42.000000,36.000000,21.000000,43.000000,17.000000
2008-04-01,21,16.000000,,36.000000,40.000000,20.000000,45.000000,23.000000
2008-04-01,22,12.000000,,35.000000,44.000000,24.000000,35.000000,18.000000
2008-04-01,23,15.000000,,34.000000,44.000000,29.000000,30.000000,27.000000
2008-04-02,00,14.000000,,30.000000,45.000000,17.000000,30.000000,20.000000
2008-04-02,01,20.000000,,23.000000,41.000000,30.000000,24.000000,8.000000
2008-04-02,02,14.000000,,18.000000,18.000000,33.000000,20.000000,10.000000
2008-04-02,03,22.000000,,17.000000,13.000000,31.000000,18.000000,10.000000
2008-04-02,04,28.000000,,28.000000,15.000000,30.000000,21.000000,20.000000
2008-04-02,05,31.000000,,46.000000,23.000000,28.000000,40.000000,36.000000
2008-04-02,06,33.000000,,44.000000,29.000000,24.000000,42.000000,37.000000
2008-04-02,07,35.000000,,51.000000,39.000000,22.000000,46.000000,37.000000
2008-04-02,08,53.000000,,65.000000,38.000000,40.000000,57.000000,30.000000
2008-04-02,09,47.000000,,72.000000,30.000000,53.000000,47.000000,63.000000
2008-04-02,10,35.000000,,83.000000,32.000000,33.000000,41.000000,117.000000
2008-04-02,11,32.000000,,47.000000,26.000000,27.000000,36.000000,92.000000
2008-04-02,12,32.000000,,34.000000,19.000000,28.000000,26.000000,55.000000
2008-04-02,13,35.000000,,23.000000,24.000000,29.000000,27.000000,21.000000
2008-04-02,14,32.000000,,14.000000,18.000000,17.000000,24.000000,12.000000
2008-04-02,15,17.000000,,17.000000,14.000000,12.000000,27.000000,10.000000
2008-04-02,16,8.000000,,16.000000,16.000000,12.000000,27.000000,9.000000
2008-04-02,17,10.000000,,22.000000,20.000000,11.000000,24.000000,11.000000
2008-04-02,18,19.000000,,34.000000,23.000000,18.000000,30.000000,15.000000
2008-04-02,19,22.000000,,40.000000,33.000000,28.000000,40.000000,22.000000
2008-04-02,20,22.000000,,36.000000,34.000000,26.000000,38.000000,19.000000
2008-04-02,21,19.000000,,36.000000,30.000000,15.000000,38.000000,16.000000
2008-04-02,22,14.000000,,35.000000,40.000000,20.000000,35.000000,23.000000
2008-04-02,23,11.000000,,31.000000,42.000000,26.000000,35.000000,15.000000
2008-04-03,00,7.000000,,38.000000,48.000000,27.000000,31.000000,15.000000
2008-04-03,01,12.000000,,47.000000,33.000000,30.000000,30.000000,14.000000
2008-04-03,02,21.000000,,50.000000,22.000000,32.000000,38.000000,19.000000
2008-04-03,03,26.000000,,41.000000,17.000000,29.000000,36.000000,26.000000
2008-04-03,04,35.000000,,39.000000,29.000000,22.000000,31.000000,21.000000
2008-04-03,05,20.000000,,47.000000,37.000000,28.000000,46.000000,36.000000
2008-04-03,06,26.000000,,47.000000,38.000000,26.000000,42.000000,41.000000
2008-04-03,07,14.000000,,51.000000,44.000000,20.000000,49.000000,41.000000
2008-04-03,08,31.000000,,63.000000,55.000000,38.000000,60.000000,53.000000
2008-04-03,09,73.000000,,71.000000,34.000000,66.000000,52.000000,65.000000
2008-04-03,10,79.000000,,55.000000,52.000000,71.000000,76.000000,21.000000
2008-04-03,11,48.000000,,31.000000,62.000000,35.000000,58.000000,
2008-04-03,12,13.000000,,16.000000,36.000000,17.000000,37.000000,
2008-04-03,13,8.000000,,15.000000,19.000000,10.000000,25.000000,
2008-04-03,14,7.000000,,17.000000,14.000000,8.000000,24.000000,
2008-04-03,15,8.000000,,16.000000,12.000000,7.000000,22.000000,
2008-04-03,16,8.000000,,17.000000,12.000000,7.000000,22.000000,
2008-04-03,17,9.000000,,20.000000,17.000000,8.000000,23.000000,
2008-04-03,18,10.000000,,26.000000,20.000000,9.000000,24.000000,
2008-04-03,19,12.000000,,30.000000,20.000000,16.000000,31.000000,
2008-04-03,20,14.000000,,30.000000,21.000000,20.000000,35.000000,
2008-04-03,21,14.000000,,27.000000,32.000000,19.000000,38.000000,
2008-04-03,22,13.000000,,27.000000,27.000000,15.000000,34.000000,
2008-04-03,23,10.000000,,30.000000,30.000000,13.000000,34.000000,
2008-04-04,00,6.000000,,28.000000,36.000000,12.000000,31.000000,
2008-04-04,01,4.000000,,20.000000,35.000000,11.000000,23.000000,
2008-04-04,02,5.000000,,19.000000,26.000000,31.000000,22.000000,
2008-04-04,03,4.000000,,22.000000,34.000000,28.000000,20.000000,
2008-04-04,04,40.000000,,21.000000,26.000000,29.000000,19.000000,
2008-04-04,05,41.000000,,22.000000,30.000000,28.000000,21.000000,
2008-04-04,06,37.000000,,34.000000,35.000000,27.000000,31.000000,
2008-04-04,07,39.000000,,42.000000,38.000000,20.000000,48.000000,
2008-04-04,08,46.000000,,54.000000,45.000000,40.000000,54.000000,
2008-04-04,09,52.000000,,37.000000,41.000000,53.000000,62.000000,
2008-04-04,10,38.000000,,20.000000,44.000000,49.000000,39.000000,
2008-04-04,11,7.000000,,14.000000,18.000000,15.000000,26.000000,
2008-04-04,12,6.000000,,13.000000,10.000000,6.000000,16.000000,
2008-04-04,13,6.000000,,15.000000,8.000000,6.000000,15.000000,
2008-04-04,14,8.000000,,15.000000,12.000000,8.000000,13.000000,
2008-04-04,15,8.000000,,16.000000,12.000000,6.000000,16.000000,
2008-04-04,16,8.000000,,15.000000,12.000000,6.000000,16.000000,
2008-04-04,17,9.000000,,21.000000,14.000000,6.000000,18.000000,
2008-04-04,18,13.000000,,26.000000,21.000000,8.000000,22.000000,
2008-04-04,19,14.000000,,34.000000,26.000000,21.000000,33.000000,
2008-04-04,20,20.000000,,35.000000,28.000000,22.000000,32.000000,
2008-04-04,21,23.000000,,33.000000,35.000000,20.000000,32.000000,
2008-04-04,22,18.000000,,37.000000,31.000000,16.000000,28.000000,
2008-04-04,23,21.000000,,36.000000,35.000000,14.000000,31.000000,
2008-04-05,00,15.000000,,38.000000,28.000000,12.000000,41.000000,
2008-04-05,01,21.000000,,34.000000,14.000000,8.000000,45.000000,
2008-04-05,02,25.000000,,28.000000,13.000000,11.000000,39.000000,
2008-04-05,03,24.000000,,35.000000,14.000000,15.000000,36.000000,
2008-04-05,04,15.000000,,36.000000,29.000000,19.000000,35.000000,
2008-04-05,05,23.000000,,38.000000,32.000000,13.000000,41.000000,
2008-04-05,06,17.000000,,38.000000,29.000000,5.000000,43.000000,
2008-04-05,07,23.000000,,39.000000,34.000000,15.000000,38.000000,
2008-04-05,08,15.000000,,41.000000,38.000000,24.000000,35.000000,
2008-04-05,09,12.000000,,38.000000,40.000000,16.000000,38.000000,
2008-04-05,10,14.000000,,36.000000,28.000000,7.000000,40.000000,
2008-04-05,11,15.000000,,31.000000,15.000000,6.000000,30.000000,
2008-04-05,12,13.000000,,25.000000,12.000000,6.000000,27.000000,
2008-04-05,13,12.000000,,18.000000,13.000000,5.000000,22.000000,
2008-04-05,14,6.000000,,18.000000,12.000000,5.000000,19.000000,
2008-04-05,15,6.000000,,18.000000,9.000000,5.000000,19.000000,
2008-04-05,16,6.000000,,20.000000,10.000000,5.000000,20.000000,
2008-04-05,17,6.000000,,23.000000,9.000000,5.000000,21.000000,
2008-04-05,18,8.000000,,26.000000,17.000000,7.000000,21.000000,
2008-04-05,19,11.000000,,30.000000,26.000000,17.000000,28.000000,
2008-04-05,20,16.000000,,38.000000,28.000000,18.000000,35.000000,
2008-04-05,21,14.000000,,34.000000,28.000000,17.000000,36.000000,
2008-04-05,22,6.000000,,31.000000,25.000000,14.000000,37.000000,
2008-04-05,23,8.000000,,29.000000,16.000000,10.000000,38.000000,
2008-04-06,00,14.000000,,35.000000,13.000000,7.000000,33.000000,
2008-04-06,01,10.000000,,33.000000,10.000000,5.000000,33.000000,
2008-04-06,02,11.000000,,32.000000,17.000000,6.000000,29.000000,
2008-04-06,03,7.000000,,30.000000,11.000000,7.000000,30.000000,
2008-04-06,04,9.000000,,29.000000,15.000000,10.000000,29.000000,
2008-04-06,05,14.000000,,31.000000,29.000000,13.000000,29.000000,
2008-04-06,06,13.000000,,36.000000,29.000000,8.000000,32.000000,
2008-04-06,07,16.000000,,37.000000,27.000000,8.000000,31.000000,
2008-04-06,08,9.000000,,33.000000,29.000000,8.000000,21.000000,
2008-04-06,09,11.000000,,34.000000,31.000000,8.000000,20.000000,
2008-04-06,10,11.000000,,33.000000,36.000000,8.000000,24.000000,
2008-04-06,11,12.000000,,22.000000,17.000000,9.000000,31.000000,
2008-04-06,12,11.000000,,17.000000,11.000000,4.000000,23.000000,
2008-04-06,13,8.000000,,16.000000,10.000000,4.000000,20.000000,
2008-04-06,14,6.000000,,13.000000,11.000000,4.000000,18.000000,
2008-04-06,15,5.000000,,12.000000,11.000000,4.000000,17.000000,
2008-04-06,16,5.000000,,12.000000,8.000000,4.000000,17.000000,
2008-04-06,17,5.000000,,14.000000,9.000000,3.000000,17.000000,
2008-04-06,18,5.000000,,14.000000,9.000000,4.000000,17.000000,
2008-04-06,19,8.000000,,18.000000,19.000000,5.000000,19.000000,
2008-04-06,20,11.000000,,25.000000,25.000000,13.000000,25.000000,
2008-04-06,21,12.000000,,30.000000,22.000000,18.000000,32.000000,
2008-04-06,22,15.000000,,34.000000,31.000000,18.000000,32.000000,
2008-04-06,23,13.000000,,29.000000,33.000000,14.000000,34.000000,
2008-04-07,00,10.000000,,22.000000,18.000000,7.000000,34.000000,
2008-04-07,01,7.000000,,20.000000,13.000000,10.000000,31.000000,
2008-04-07,02,5.000000,,22.000000,15.000000,4.000000,27.000000,
2008-04-07,03,4.000000,,20.000000,12.000000,8.000000,18.000000,
2008-04-07,04,5.000000,,13.000000,9.000000,10.000000,15.000000,
2008-04-07,05,6.000000,,16.000000,14.000000,13.000000,16.000000,
2008-04-07,06,14.000000,,39.000000,32.000000,21.000000,25.000000,
2008-04-07,07,30.000000,,44.000000,40.000000,22.000000,44.000000,
2008-04-07,08,14.000000,,46.000000,41.000000,24.000000,43.000000,
2008-04-07,09,18.000000,,52.000000,50.000000,36.000000,34.000000,
2008-04-07,10,40.000000,,38.000000,30.000000,32.000000,27.000000,
2008-04-07,11,45.000000,,36.000000,27.000000,33.000000,26.000000,
2008-04-07,12,29.000000,,26.000000,26.000000,30.000000,29.000000,
2008-04-07,13,25.000000,,22.000000,19.000000,22.000000,25.000000,
2008-04-07,14,16.000000,,15.000000,17.000000,13.000000,21.000000,
2008-04-07,15,13.000000,,14.000000,19.000000,14.000000,24.000000,
2008-04-07,16,17.000000,,12.000000,17.000000,11.000000,20.000000,
2008-04-07,17,13.000000,,15.000000,19.000000,9.000000,22.000000,
2008-04-07,18,10.000000,,18.000000,16.000000,8.000000,20.000000,
2008-04-07,19,14.000000,,29.000000,22.000000,14.000000,28.000000,
2008-04-07,20,25.000000,,38.000000,49.000000,30.000000,38.000000,
2008-04-07,21,21.000000,,37.000000,42.000000,29.000000,42.000000,
2008-04-07,22,18.000000,,36.000000,39.000000,17.000000,40.000000,
2008-04-07,23,19.000000,,34.000000,37.000000,11.000000,36.000000,
2008-04-08,00,4.000000,,26.000000,17.000000,7.000000,27.000000,
2008-04-08,01,3.000000,,19.000000,15.000000,5.000000,24.000000,
2008-04-08,02,4.000000,,14.000000,16.000000,5.000000,18.000000,
2008-04-08,03,9.000000,,14.000000,11.000000,7.000000,16.000000,
2008-04-08,04,10.000000,,16.000000,13.000000,14.000000,16.000000,
2008-04-08,05,12.000000,,20.000000,18.000000,22.000000,18.000000,
2008-04-08,06,15.000000,,37.000000,24.000000,26.000000,31.000000,
2008-04-08,07,5.000000,,48.000000,41.000000,17.000000,46.000000,
2008-04-08,08,24.000000,,62.000000,44.000000,18.000000,42.000000,
2008-04-08,09,30.000000,,89.000000,25.000000,43.000000,43.000000,
2008-04-08,10,51.000000,,102.000000,19.000000,49.000000,53.000000,
2008-04-08,11,40.000000,,69.000000,13.000000,20.000000,53.000000,
2008-04-08,12,19.000000,,57.000000,29.000000,16.000000,61.000000,
2008-04-08,13,23.000000,,36.000000,15.000000,8.000000,59.000000,
2008-04-08,14,7.000000,,19.000000,7.000000,5.000000,31.000000,
2008-04-08,15,8.000000,,16.000000,7.000000,4.000000,24.000000,
2008-04-08,16,7.000000,,16.000000,7.000000,3.000000,20.000000,
2008-04-08,17,9.000000,,18.000000,9.000000,4.000000,20.000000,
2008-04-08,18,14.000000,,22.000000,15.000000,5.000000,21.000000,
2008-04-08,19,18.000000,,29.000000,19.000000,11.000000,25.000000,
2008-04-08,20,13.000000,,34.000000,31.000000,19.000000,32.000000,
2008-04-08,21,10.000000,,33.000000,26.000000,10.000000,36.000000,
2008-04-08,22,6.000000,,29.000000,18.000000,8.000000,33.000000,
