Fecha,Hora,AGU,ATM,CEN,LDO,MIR,OBL,TLA,VAL
2007-01-01,00,51.000000,114.000000,171.000000,188.000000,292.000000,261.000000,106.000000,74.000000
2007-01-01,01,62.000000,110.000000,204.000000,67.000000,285.000000,336.000000,213.000000,65.000000
2007-01-01,02,69.000000,76.000000,225.000000,112.000000,204.000000,131.000000,221.000000,58.000000
2007-01-01,03,103.000000,92.000000,238.000000,88.000000,202.000000,376.000000,248.000000,77.000000
2007-01-01,04,50.000000,75.000000,237.000000,108.000000,222.000000,118.000000,203.000000,77.000000
2007-01-01,05,39.000000,55.000000,256.000000,97.000000,282.000000,20.000000,134.000000,80.000000
2007-01-01,06,41.000000,61.000000,166.000000,104.000000,150.000000,58.000000,149.000000,61.000000
2007-01-01,07,26.000000,53.000000,185.000000,14.000000,132.000000,127.000000,143.000000,35.000000
2007-01-01,08,20.000000,56.000000,61.000000,23.000000,100.000000,75.000000,17.000000,43.000000
2007-01-01,09,30.000000,48.000000,0.000000,35.000000,49.000000,26.000000,0.000000,67.000000
2007-01-01,10,23.000000,16.000000,3.000000,34.000000,15.000000,17.000000,11.000000,28.000000
2007-01-01,11,15.000000,12.000000,6.000000,33.000000,23.000000,19.000000,12.000000,19.000000
2007-01-01,12,18.000000,13.000000,11.000000,32.000000,25.000000,27.000000,13.000000,22.000000
2007-01-01,13,18.000000,18.000000,5.000000,35.000000,32.000000,24.000000,15.000000,24.000000
2007-01-01,14,12.000000,17.000000,11.000000,33.000000,25.000000,27.000000,14.000000,24.000000
2007-01-01,15,13.000000,13.000000,7.000000,37.000000,12.000000,33.000000,12.000000,23.000000
2007-01-01,16,9.000000,12.000000,2.000000,44.000000,8.000000,21.000000,10.000000,14.000000
2007-01-01,17,12.000000,7.000000,2.000000,51.000000,12.000000,12.000000,5.000000,9.000000
2007-01-01,18,19.000000,10.000000,12.000000,94.000000,20.000000,22.000000,23.000000,22.000000
2007-01-01,19,15.000000,17.000000,17.000000,145.000000,47.000000,38.000000,41.000000,40.000000
2007-01-01,20,13.000000,10.000000,24.000000,98.000000,24.000000,41.000000,24.000000,35.000000
2007-01-01,21,18.000000,25.000000,10.000000,74.000000,13.000000,29.000000,19.000000,17.000000
2007-01-01,22,11.000000,12.000000,11.000000,60.000000,11.000000,30.000000,14.000000,15.000000
2007-01-01,23,10.000000,12.000000,8.000000,56.000000,9.000000,20.000000,15.000000,16.000000
2007-01-02,00,11.000000,16.000000,9.000000,50.000000,19.000000,16.000000,23.000000,13.000000
2007-01-02,01,10.000000,10.000000,9.000000,42.000000,21.000000,19.000000,16.000000,13.000000
2007-01-02,02,11.000000,9.000000,12.000000,28.000000,22.000000,42.000000,21.000000,14.000000
2007-01-02,03,12.000000,8.000000,16.000000,17.000000,24.000000,33.000000,15.000000,16.000000
2007-01-02,04,14.000000,7.000000,7.000000,21.000000,22.000000,25.000000,15.000000,14.000000
2007-01-02,05,13.000000,6.000000,8.000000,33.000000,21.000000,27.000000,19.000000,15.000000
2007-01-02,06,18.000000,10.000000,12.000000,45.000000,68.000000,19.000000,32.000000,18.000000
2007-01-02,07,19.000000,13.000000,18.000000,38.000000,133.000000,40.000000,29.000000,31.000000
2007-01-02,08,27.000000,22.000000,28.000000,86.000000,108.000000,89.000000,41.000000,55.000000
2007-01-02,09,33.000000,29.000000,36.000000,68.000000,147.000000,93.000000,35.000000,47.000000
2007-01-02,10,45.000000,31.000000,32.000000,66.000000,95.000000,44.000000,28.000000,27.000000
2007-01-02,11,38.000000,,19.000000,82.000000,60.000000,27.000000,29.000000,32.000000
2007-01-02,12,31.000000,20.000000,23.000000,58.000000,66.000000,52.000000,37.000000,31.000000
2007-01-02,13,23.000000,12.000000,26.000000,69.000000,49.000000,63.000000,26.000000,28.000000
2007-01-02,14,14.000000,17.000000,13.000000,95.000000,18.000000,48.000000,20.000000,20.000000
2007-01-02,15,15.000000,11.000000,8.000000,56.000000,12.000000,30.000000,11.000000,17.000000
2007-01-02,16,14.000000,4.000000,28.000000,156.000000,124.000000,73.000000,44.000000,25.000000
2007-01-02,17,21.000000,24.000000,21.000000,72.000000,62.000000,53.000000,28.000000,21.000000
2007-01-02,18,27.000000,19.000000,34.000000,74.000000,94.000000,65.000000,38.000000,26.000000
2007-01-02,19,19.000000,12.000000,39.000000,73.000000,70.000000,59.000000,49.000000,39.000000
2007-01-02,20,14.000000,21.000000,21.000000,92.000000,43.000000,54.000000,45.000000,49.000000
2007-01-02,21,14.000000,23.000000,24.000000,69.000000,42.000000,39.000000,31.000000,21.000000
2007-01-02,22,18.000000,18.000000,23.000000,43.000000,52.000000,54.000000,24.000000,23.000000
2007-01-02,23,15.000000,25.000000,22.000000,29.000000,31.000000,48.000000,10.000000,23.000000
2007-01-03,00,15.000000,27.000000,14.000000,28.000000,27.000000,15.000000,6.000000,27.000000
2007-01-03,01,15.000000,12.000000,12.000000,18.000000,32.000000,23.000000,14.000000,24.000000
2007-01-03,02,11.000000,10.000000,9.000000,17.000000,15.000000,16.000000,4.000000,24.000000
2007-01-03,03,11.000000,10.000000,10.000000,14.000000,8.000000,12.000000,7.000000,23.000000
2007-01-03,04,11.000000,10.000000,12.000000,7.000000,9.000000,19.000000,14.000000,10.000000
2007-01-03,05,11.000000,11.000000,13.000000,17.000000,15.000000,24.000000,16.000000,10.000000
2007-01-03,06,9.000000,9.000000,16.000000,43.000000,37.000000,33.000000,34.000000,14.000000
2007-01-03,07,16.000000,10.000000,27.000000,44.000000,69.000000,47.000000,31.000000,19.000000
2007-01-03,08,16.000000,17.000000,33.000000,63.000000,96.000000,56.000000,38.000000,24.000000
2007-01-03,09,20.000000,23.000000,32.000000,78.000000,39.000000,86.000000,40.000000,29.000000
2007-01-03,10,34.000000,26.000000,22.000000,55.000000,57.000000,65.000000,37.000000,40.000000
2007-01-03,11,16.000000,19.000000,24.000000,49.000000,44.000000,55.000000,34.000000,30.000000
2007-01-03,12,21.000000,17.000000,11.000000,72.000000,24.000000,44.000000,165.000000,18.000000
2007-01-03,13,27.000000,8.000000,16.000000,84.000000,23.000000,49.000000,184.000000,22.000000
2007-01-03,14,19.000000,13.000000,15.000000,77.000000,33.000000,41.000000,,22.000000
2007-01-03,15,15.000000,7.000000,19.000000,104.000000,46.000000,42.000000,,32.000000
2007-01-03,16,21.000000,14.000000,25.000000,148.000000,52.000000,59.000000,,35.000000
2007-01-03,17,15.000000,20.000000,19.000000,117.000000,33.000000,42.000000,,21.000000
2007-01-03,18,14.000000,13.000000,13.000000,162.000000,48.000000,35.000000,,23.000000
2007-01-03,19,15.000000,18.000000,20.000000,141.000000,42.000000,38.000000,,33.000000
2007-01-03,20,14.000000,15.000000,16.000000,108.000000,41.000000,30.000000,,22.000000
2007-01-03,21,15.000000,16.000000,15.000000,82.000000,33.000000,24.000000,,21.000000
2007-01-03,22,13.000000,14.000000,12.000000,75.000000,23.000000,22.000000,,21.000000
2007-01-03,23,11.000000,12.000000,13.000000,51.000000,22.000000,19.000000,,32.000000
2007-01-04,00,10.000000,9.000000,13.000000,54.000000,22.000000,20.000000,,23.000000
2007-01-04,01,15.000000,6.000000,12.000000,40.000000,27.000000,15.000000,,15.000000
2007-01-04,02,11.000000,5.000000,11.000000,30.000000,13.000000,14.000000,,16.000000
2007-01-04,03,12.000000,4.000000,9.000000,29.000000,8.000000,11.000000,,10.000000
2007-01-04,04,9.000000,3.000000,8.000000,22.000000,4.000000,8.000000,,10.000000
2007-01-04,05,10.000000,4.000000,15.000000,24.000000,3.000000,11.000000,,16.000000
2007-01-04,06,11.000000,5.000000,15.000000,22.000000,8.000000,8.000000,,12.000000
2007-01-04,07,18.000000,13.000000,11.000000,35.000000,9.000000,22.000000,,16.000000
2007-01-04,08,17.000000,14.000000,13.000000,52.000000,32.000000,26.000000,,14.000000
2007-01-04,09,21.000000,18.000000,12.000000,63.000000,58.000000,33.000000,,29.000000
2007-01-04,10,30.000000,19.000000,11.000000,76.000000,34.000000,56.000000,,26.000000
2007-01-04,11,52.000000,1.000000,13.000000,78.000000,125.000000,50.000000,13.000000,49.000000
2007-01-04,12,29.000000,,39.000000,191.000000,96.000000,63.000000,17.000000,26.000000
2007-01-04,13,18.000000,,28.000000,107.000000,40.000000,60.000000,9.000000,16.000000
2007-01-04,14,13.000000,17.000000,9.000000,79.000000,26.000000,36.000000,14.000000,13.000000
2007-01-04,15,11.000000,10.000000,10.000000,201.000000,22.000000,28.000000,11.000000,10.000000
2007-01-04,16,11.000000,8.000000,7.000000,65.000000,19.000000,15.000000,26.000000,15.000000
2007-01-04,17,11.000000,23.000000,9.000000,52.000000,25.000000,26.000000,10.000000,16.000000
2007-01-04,18,24.000000,31.000000,11.000000,78.000000,24.000000,32.000000,22.000000,25.000000
2007-01-04,19,56.000000,47.000000,16.000000,132.000000,73.000000,52.000000,61.000000,54.000000
2007-01-04,20,34.000000,64.000000,27.000000,246.000000,54.000000,56.000000,68.000000,35.000000
2007-01-04,21,21.000000,41.000000,36.000000,186.000000,103.000000,58.000000,92.000000,28.000000
2007-01-04,22,18.000000,38.000000,19.000000,119.000000,122.000000,44.000000,82.000000,23.000000
2007-01-04,23,11.000000,28.000000,30.000000,56.000000,151.000000,67.000000,47.000000,22.000000
2007-01-05,00,14.000000,25.000000,39.000000,47.000000,76.000000,71.000000,23.000000,13.000000
2007-01-05,01,17.000000,22.000000,28.000000,41.000000,44.000000,61.000000,15.000000,14.000000
2007-01-05,02,11.000000,14.000000,22.000000,36.000000,22.000000,48.000000,19.000000,15.000000
2007-01-05,03,9.000000,16.000000,24.000000,28.000000,14.000000,29.000000,23.000000,14.000000
2007-01-05,04,23.000000,11.000000,16.000000,28.000000,40.000000,22.000000,24.000000,14.000000
2007-01-05,05,13.000000,11.000000,14.000000,20.000000,87.000000,39.000000,19.000000,17.000000
2007-01-05,06,22.000000,13.000000,40.000000,23.000000,115.000000,52.000000,18.000000,16.000000
2007-01-05,07,33.000000,16.000000,79.000000,38.000000,134.000000,56.000000,62.000000,29.000000
2007-01-05,08,36.000000,57.000000,54.000000,87.000000,195.000000,86.000000,87.000000,45.000000
2007-01-05,09,35.000000,49.000000,53.000000,105.000000,190.000000,113.000000,54.000000,45.000000
2007-01-05,10,46.000000,51.000000,41.000000,136.000000,129.000000,99.000000,56.000000,86.000000
2007-01-05,11,29.000000,58.000000,21.000000,62.000000,63.000000,63.000000,26.000000,56.000000
2007-01-05,12,26.000000,33.000000,21.000000,53.000000,36.000000,53.000000,17.000000,37.000000
2007-01-05,13,24.000000,21.000000,19.000000,45.000000,45.000000,58.000000,18.000000,39.000000
2007-01-05,14,32.000000,21.000000,19.000000,89.000000,48.000000,63.000000,36.000000,34.000000
2007-01-05,15,17.000000,22.000000,21.000000,97.000000,30.000000,50.000000,16.000000,25.000000
2007-01-05,16,16.000000,22.000000,9.000000,85.000000,18.000000,45.000000,14.000000,17.000000
2007-01-05,17,19.000000,11.000000,15.000000,74.000000,44.000000,33.000000,30.000000,22.000000
