Fecha,Hora,AGU,ATM,CEN,LDO,MIR,OBL,PIN,TLA,VAL
2012-01-03,21,3.000000,1.000000,1.000000,6.000000,1.000000,2.000000,3.000000,1.000000,5.000000
2012-01-03,22,3.000000,1.000000,1.000000,3.000000,1.000000,2.000000,3.000000,1.000000,4.000000
2012-01-03,23,2.000000,1.000000,1.000000,2.000000,1.000000,2.000000,2.000000,1.000000,5.000000
2012-01-04,00,3.000000,8.000000,1.000000,13.000000,1.000000,6.000000,1.000000,1.000000,4.000000
2012-01-04,01,3.000000,27.000000,1.000000,23.000000,1.000000,15.000000,3.000000,8.000000,22.000000
2012-01-04,02,9.000000,27.000000,12.000000,24.000000,1.000000,21.000000,4.000000,16.000000,31.000000
2012-01-04,03,6.000000,27.000000,13.000000,21.000000,1.000000,13.000000,2.000000,11.000000,31.000000
2012-01-04,04,3.000000,17.000000,8.000000,19.000000,1.000000,13.000000,2.000000,7.000000,24.000000
2012-01-04,05,3.000000,2.000000,4.000000,5.000000,1.000000,4.000000,2.000000,1.000000,11.000000
2012-01-04,06,3.000000,1.000000,1.000000,4.000000,1.000000,2.000000,2.000000,1.000000,7.000000
2012-01-04,07,3.000000,1.000000,1.000000,2.000000,1.000000,2.000000,1.000000,1.000000,4.000000
2012-01-04,08,4.000000,2.000000,4.000000,5.000000,1.000000,5.000000,3.000000,2.000000,5.000000
2012-01-04,09,7.000000,11.000000,16.000000,13.000000,4.000000,14.000000,15.000000,12.000000,10.000000
2012-01-04,10,15.000000,23.000000,32.000000,28.000000,13.000000,25.000000,30.000000,24.000000,22.000000
2012-01-04,11,28.000000,35.000000,49.000000,43.000000,22.000000,39.000000,38.000000,38.000000,39.000000
2012-01-04,12,40.000000,49.000000,63.000000,66.000000,39.000000,51.000000,49.000000,60.000000,57.000000
2012-01-04,13,42.000000,53.000000,68.000000,74.000000,45.000000,52.000000,68.000000,59.000000,62.000000
2012-01-04,14,52.000000,49.000000,60.000000,62.000000,46.000000,45.000000,71.000000,54.000000,64.000000
2012-01-04,15,53.000000,48.000000,61.000000,50.000000,47.000000,42.000000,67.000000,52.000000,65.000000
2012-01-04,16,47.000000,46.000000,53.000000,42.000000,44.000000,41.000000,66.000000,47.000000,61.000000
2012-01-04,17,47.000000,44.000000,44.000000,41.000000,36.000000,37.000000,55.000000,41.000000,55.000000
2012-01-04,18,18.000000,13.000000,10.000000,15.000000,9.000000,12.000000,15.000000,8.000000,28.000000
2012-01-04,19,4.000000,1.000000,3.000000,1.000000,10.000000,2.000000,5.000000,1.000000,7.000000
2012-01-04,20,4.000000,1.000000,4.000000,3.000000,1.000000,2.000000,4.000000,1.000000,5.000000
2012-01-04,21,4.000000,1.000000,4.000000,3.000000,1.000000,2.000000,2.000000,1.000000,5.000000
2012-01-04,22,11.000000,1.000000,2.000000,6.000000,1.000000,2.000000,3.000000,1.000000,7.000000
2012-01-04,23,19.000000,1.000000,5.000000,3.000000,1.000000,1.000000,2.000000,1.000000,7.000000
2012-01-05,00,5.000000,1.000000,8.000000,1.000000,1.000000,1.000000,2.000000,1.000000,5.000000
2012-01-05,01,9.000000,1.000000,1.000000,2.000000,1.000000,2.000000,2.000000,1.000000,4.000000
2012-01-05,02,14.000000,1.000000,1.000000,19.000000,1.000000,2.000000,1.000000,1.000000,4.000000
2012-01-05,03,11.000000,1.000000,1.000000,12.000000,1.000000,7.000000,1.000000,1.000000,5.000000
2012-01-05,04,3.000000,1.000000,2.000000,6.000000,1.000000,16.000000,3.000000,1.000000,4.000000
2012-01-05,05,3.000000,1.000000,2.000000,1.000000,1.000000,4.000000,2.000000,1.000000,4.000000
2012-01-05,06,3.000000,1.000000,2.000000,2.000000,1.000000,2.000000,2.000000,1.000000,4.000000
2012-01-05,07,3.000000,1.000000,2.000000,1.000000,1.000000,2.000000,2.000000,1.000000,4.000000
2012-01-05,08,4.000000,2.000000,2.000000,3.000000,1.000000,4.000000,2.000000,1.000000,5.000000
2012-01-05,09,9.000000,8.000000,10.000000,14.000000,1.000000,12.000000,4.000000,9.000000,9.000000
2012-01-05,10,20.000000,25.000000,32.000000,42.000000,24.000000,26.000000,26.000000,34.000000,25.000000
2012-01-05,11,39.000000,50.000000,61.000000,62.000000,40.000000,45.000000,57.000000,51.000000,48.000000
2012-01-05,12,51.000000,67.000000,73.000000,69.000000,54.000000,55.000000,73.000000,59.000000,65.000000
2012-01-05,13,54.000000,71.000000,78.000000,78.000000,57.000000,60.000000,75.000000,63.000000,72.000000
2012-01-05,14,58.000000,82.000000,82.000000,84.000000,61.000000,65.000000,80.000000,73.000000,83.000000
2012-01-05,15,65.000000,82.000000,83.000000,90.000000,62.000000,72.000000,81.000000,74.000000,89.000000
2012-01-05,16,45.000000,55.000000,73.000000,82.000000,57.000000,62.000000,80.000000,61.000000,60.000000
2012-01-05,17,39.000000,49.000000,42.000000,54.000000,35.000000,43.000000,51.000000,36.000000,51.000000
2012-01-05,18,29.000000,27.000000,29.000000,24.000000,20.000000,29.000000,26.000000,22.000000,48.000000
2012-01-05,19,7.000000,1.000000,5.000000,4.000000,1.000000,6.000000,7.000000,1.000000,24.000000
2012-01-05,20,14.000000,3.000000,5.000000,1.000000,1.000000,2.000000,2.000000,1.000000,28.000000
2012-01-05,21,16.000000,9.000000,10.000000,2.000000,14.000000,9.000000,9.000000,1.000000,33.000000
2012-01-05,22,22.000000,11.000000,3.000000,2.000000,7.000000,2.000000,9.000000,1.000000,35.000000
2012-01-05,23,23.000000,1.000000,1.000000,4.000000,18.000000,2.000000,11.000000,1.000000,25.000000
2012-01-06,00,28.000000,1.000000,2.000000,3.000000,30.000000,2.000000,5.000000,1.000000,18.000000
2012-01-06,01,32.000000,10.000000,3.000000,2.000000,25.000000,3.000000,6.000000,1.000000,20.000000
2012-01-06,02,32.000000,4.000000,2.000000,5.000000,1.000000,3.000000,12.000000,4.000000,33.000000
2012-01-06,03,23.000000,2.000000,3.000000,3.000000,1.000000,3.000000,18.000000,7.000000,16.000000
2012-01-06,04,19.000000,3.000000,4.000000,2.000000,1.000000,3.000000,3.000000,1.000000,11.000000
2012-01-06,05,12.000000,1.000000,3.000000,2.000000,1.000000,9.000000,2.000000,1.000000,17.000000
2012-01-06,06,3.000000,1.000000,1.000000,2.000000,1.000000,5.000000,1.000000,1.000000,7.000000
2012-01-06,07,3.000000,1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,1.000000,6.000000
2012-01-06,08,4.000000,2.000000,5.000000,5.000000,1.000000,5.000000,5.000000,2.000000,11.000000
2012-01-06,09,7.000000,8.000000,16.000000,20.000000,9.000000,13.000000,16.000000,13.000000,12.000000
2012-01-06,10,16.000000,19.000000,29.000000,30.000000,15.000000,23.000000,26.000000,26.000000,15.000000
2012-01-06,11,26.000000,37.000000,45.000000,45.000000,25.000000,35.000000,41.000000,35.000000,24.000000
2012-01-06,12,37.000000,51.000000,66.000000,56.000000,40.000000,48.000000,55.000000,51.000000,48.000000
2012-01-06,13,45.000000,55.000000,67.000000,64.000000,51.000000,53.000000,70.000000,55.000000,61.000000
2012-01-06,14,51.000000,56.000000,69.000000,71.000000,56.000000,52.000000,86.000000,61.000000,64.000000
2012-01-06,15,49.000000,54.000000,65.000000,71.000000,50.000000,51.000000,80.000000,57.000000,62.000000
2012-01-06,16,45.000000,51.000000,61.000000,54.000000,41.000000,47.000000,69.000000,51.000000,57.000000
2012-01-06,17,34.000000,44.000000,53.000000,43.000000,30.000000,36.000000,54.000000,42.000000,52.000000
2012-01-06,18,19.000000,18.000000,21.000000,7.000000,3.000000,15.000000,14.000000,7.000000,27.000000
2012-01-06,19,3.000000,1.000000,3.000000,2.000000,1.000000,2.000000,2.000000,1.000000,6.000000
2012-01-06,20,3.000000,1.000000,3.000000,1.000000,1.000000,2.000000,3.000000,1.000000,6.000000
2012-01-06,21,4.000000,1.000000,4.000000,1.000000,1.000000,2.000000,2.000000,1.000000,5.000000
2012-01-06,22,3.000000,1.000000,1.000000,2.000000,1.000000,2.000000,2.000000,1.000000,5.000000
2012-01-06,23,4.000000,1.000000,1.000000,1.000000,1.000000,2.000000,4.000000,1.000000,5.000000
2012-01-07,00,6.000000,1.000000,2.000000,2.000000,1.000000,2.000000,3.000000,1.000000,5.000000
2012-01-07,01,4.000000,1.000000,1.000000,2.000000,1.000000,2.000000,2.000000,1.000000,5.000000
2012-01-07,02,9.000000,1.000000,19.000000,1.000000,1.000000,1.000000,2.000000,1.000000,5.000000
2012-01-07,03,4.000000,1.000000,20.000000,4.000000,1.000000,2.000000,4.000000,1.000000,6.000000
2012-01-07,04,4.000000,1.000000,20.000000,1.000000,1.000000,3.000000,2.000000,1.000000,5.000000
2012-01-07,05,4.000000,1.000000,3.000000,1.000000,1.000000,4.000000,4.000000,1.000000,4.000000
2012-01-07,06,4.000000,1.000000,2.000000,2.000000,1.000000,2.000000,3.000000,1.000000,4.000000
2012-01-07,07,4.000000,1.000000,3.000000,2.000000,1.000000,2.000000,2.000000,1.000000,4.000000
2012-01-07,08,4.000000,2.000000,4.000000,2.000000,1.000000,3.000000,1.000000,1.000000,6.000000
2012-01-07,09,8.000000,5.000000,8.000000,6.000000,1.000000,7.000000,4.000000,5.000000,11.000000
2012-01-07,10,14.000000,25.000000,25.000000,34.000000,6.000000,17.000000,9.000000,26.000000,25.000000
2012-01-07,11,31.000000,43.000000,50.000000,57.000000,29.000000,40.000000,34.000000,49.000000,46.000000
2012-01-07,12,49.000000,60.000000,69.000000,75.000000,49.000000,53.000000,61.000000,69.000000,60.000000
2012-01-07,13,54.000000,77.000000,91.000000,89.000000,60.000000,71.000000,81.000000,73.000000,79.000000
2012-01-07,14,45.000000,93.000000,91.000000,93.000000,66.000000,68.000000,93.000000,81.000000,84.000000
2012-01-07,15,65.000000,78.000000,96.000000,91.000000,66.000000,71.000000,99.000000,86.000000,93.000000
2012-01-07,16,52.000000,71.000000,88.000000,90.000000,61.000000,66.000000,95.000000,78.000000,83.000000
2012-01-07,17,64.000000,64.000000,75.000000,77.000000,53.000000,52.000000,90.000000,69.000000,83.000000
2012-01-07,18,37.000000,25.000000,36.000000,42.000000,12.000000,27.000000,43.000000,20.000000,63.000000
2012-01-07,19,19.000000,20.000000,17.000000,4.000000,4.000000,29.000000,7.000000,4.000000,38.000000
2012-01-07,20,9.000000,1.000000,1.000000,2.000000,1.000000,8.000000,4.000000,1.000000,21.000000
2012-01-07,21,17.000000,1.000000,1.000000,2.000000,25.000000,2.000000,4.000000,1.000000,20.000000
2012-01-07,22,22.000000,1.000000,1.000000,3.000000,1.000000,2.000000,6.000000,1.000000,39.000000
2012-01-07,23,19.000000,1.000000,1.000000,7.000000,1.000000,1.000000,5.000000,1.000000,19.000000
2012-01-08,00,3.000000,1.000000,1.000000,8.000000,1.000000,2.000000,2.000000,1.000000,6.000000
2012-01-08,01,6.000000,1.000000,1.000000,12.000000,8.000000,1.000000,4.000000,1.000000,16.000000
2012-01-08,02,3.000000,1.000000,3.000000,2.000000,1.000000,1.000000,3.000000,1.000000,21.000000
2012-01-08,03,3.000000,1.000000,3.000000,2.000000,1.000000,2.000000,2.000000,1.000000,24.000000
2012-01-08,04,2.000000,1.000000,2.000000,2.000000,1.000000,2.000000,2.000000,1.000000,6.000000
2012-01-08,05,3.000000,1.000000,1.000000,7.000000,1.000000,2.000000,2.000000,1.000000,4.000000
2012-01-08,06,2.000000,1.000000,1.000000,3.000000,1.000000,4.000000,3.000000,1.000000,4.000000
2012-01-08,07,2.000000,1.000000,3.000000,2.000000,1.000000,4.000000,2.000000,1.000000,4.000000
2012-01-08,08,6.000000,1.000000,3.000000,5.000000,1.000000,6.000000,3.000000,1.000000,10.000000
2012-01-08,09,23.000000,8.000000,13.000000,22.000000,6.000000,18.000000,6.000000,13.000000,34.000000
2012-01-08,10,31.000000,37.000000,45.000000,49.000000,29.000000,33.000000,37.000000,42.000000,47.000000
2012-01-08,11,40.000000,57.000000,70.000000,62.000000,45.000000,48.000000,59.000000,58.000000,57.000000
2012-01-08,12,47.000000,70.000000,72.000000,60.000000,54.000000,55.000000,76.000000,64.000000,74.000000
2012-01-08,13,50.000000,71.000000,80.000000,57.000000,56.000000,55.000000,77.000000,69.000000,72.000000
2012-01-08,14,46.000000,64.000000,75.000000,68.000000,54.000000,61.000000,70.000000,66.000000,69.000000
2012-01-08,15,40.000000,59.000000,62.000000,70.000000,46.000000,56.000000,66.000000,58.000000,64.000000
2012-01-08,16,39.000000,49.000000,45.000000,63.000000,39.000000,45.000000,66.000000,50.000000,50.000000
2012-01-08,17,39.000000,45.000000,42.000000,51.000000,35.000000,38.000000,49.000000,34.000000,53.000000
2012-01-08,18,28.000000,26.000000,25.000000,26.000000,24.000000,29.000000,36.000000,13.000000,39.000000
2012-01-08,19,23.000000,3.000000,15.000000,18.000000,14.000000,5.000000,19.000000,2.000000,26.000000
2012-01-08,20,20.000000,10.000000,1.000000,15.000000,21.000000,2.000000,6.000000,1.000000,28.000000
2012-01-08,21,23.000000,2.000000,5.000000,11.000000,3.000000,2.000000,7.000000,1.000000,30.000000
2012-01-08,22,25.000000,2.000000,5.000000,3.000000,26.000000,3.000000,5.000000,1.000000,35.000000
2012-01-08,23,21.000000,2.000000,3.000000,2.000000,19.000000,3.000000,7.000000,1.000000,40.000000
2012-01-09,00,22.000000,1.000000,2.000000,2.000000,7.000000,2.000000,6.000000,1.000000,33.000000
2012-01-09,01,18.000000,1.000000,1.000000,5.000000,1.000000,2.000000,2.000000,1.000000,37.000000
2012-01-09,02,20.000000,1.000000,1.000000,4.000000,1.000000,2.000000,3.000000,1.000000,21.000000
2012-01-09,03,18.000000,1.000000,3.000000,4.000000,1.000000,4.000000,2.000000,1.000000,11.000000
2012-01-09,04,4.000000,1.000000,4.000000,9.000000,1.000000,4.000000,1.000000,1.000000,16.000000
2012-01-09,05,4.000000,1.000000,4.000000,8.000000,1.000000,3.000000,1.000000,1.000000,13.000000
