2014-01-01,00,23.000000,17.000000,23.000000,18.000000,32.000000,17.000000,23.000000,22.000000,24.000000,26.000000
2014-01-01,01,22.000000,16.000000,22.000000,20.000000,29.000000,16.000000,22.000000,20.000000,25.000000,23.000000
2014-01-01,02,29.000000,15.000000,22.000000,19.000000,29.000000,15.000000,26.000000,20.000000,24.000000,22.000000
2014-01-01,03,20.000000,14.000000,20.000000,20.000000,28.000000,12.000000,27.000000,20.000000,25.000000,21.000000
2014-01-01,04,19.000000,14.000000,18.000000,19.000000,26.000000,9.000000,27.000000,18.000000,23.000000,19.000000
2014-01-01,05,18.000000,11.000000,14.000000,18.000000,24.000000,11.000000,23.000000,16.000000,21.000000,19.000000
2014-01-01,06,17.000000,8.000000,12.000000,15.000000,23.000000,11.000000,22.000000,15.000000,18.000000,18.000000
2014-01-01,07,14.000000,11.000000,14.000000,14.000000,20.000000,10.000000,22.000000,11.000000,17.000000,15.000000
2014-01-01,08,13.000000,9.000000,15.000000,12.000000,23.000000,9.000000,19.000000,10.000000,18.000000,13.000000
2014-01-01,09,15.000000,11.000000,14.000000,14.000000,22.000000,9.000000,19.000000,12.000000,17.000000,12.000000
2014-01-01,10,17.000000,11.000000,12.000000,13.000000,22.000000,7.000000,15.000000,20.000000,19.000000,12.000000
2014-01-01,11,19.000000,10.000000,11.000000,7.000000,21.000000,7.000000,7.000000,23.000000,10.000000,13.000000
2014-01-01,12,21.000000,12.000000,10.000000,6.000000,14.000000,6.000000,5.000000,20.000000,10.000000,14.000000
2014-01-01,13,20.000000,8.000000,11.000000,12.000000,21.000000,8.000000,4.000000,20.000000,16.000000,12.000000
2014-01-01,14,17.000000,9.000000,10.000000,18.000000,25.000000,8.000000,11.000000,20.000000,17.000000,12.000000
2014-01-01,15,16.000000,11.000000,11.000000,21.000000,26.000000,10.000000,12.000000,25.000000,20.000000,11.000000
2014-01-01,16,14.000000,12.000000,15.000000,24.000000,28.000000,14.000000,13.000000,19.000000,24.000000,13.000000
2014-01-01,17,9.000000,20.000000,24.000000,30.000000,22.000000,15.000000,9.000000,23.000000,35.000000,14.000000
2014-01-01,18,11.000000,25.000000,24.000000,35.000000,23.000000,20.000000,9.000000,21.000000,32.000000,22.000000
2014-01-01,19,19.000000,25.000000,30.000000,35.000000,28.000000,22.000000,15.000000,21.000000,45.000000,21.000000
2014-01-01,20,24.000000,23.000000,31.000000,28.000000,35.000000,20.000000,20.000000,22.000000,42.000000,21.000000
2014-01-01,21,24.000000,20.000000,28.000000,31.000000,41.000000,18.000000,29.000000,22.000000,38.000000,20.000000
2014-01-01,22,21.000000,17.000000,26.000000,26.000000,36.000000,19.000000,28.000000,21.000000,31.000000,21.000000
2014-01-01,23,18.000000,14.000000,23.000000,25.000000,33.000000,18.000000,28.000000,19.000000,31.000000,20.000000
2014-01-02,00,17.000000,12.000000,21.000000,24.000000,27.000000,16.000000,29.000000,14.000000,24.000000,20.000000
2014-01-02,01,16.000000,11.000000,17.000000,24.000000,24.000000,13.000000,28.000000,14.000000,22.000000,19.000000
2014-01-02,02,21.000000,10.000000,17.000000,23.000000,22.000000,13.000000,23.000000,12.000000,19.000000,16.000000
2014-01-02,03,12.000000,10.000000,15.000000,21.000000,23.000000,11.000000,16.000000,14.000000,19.000000,11.000000
2014-01-02,04,14.000000,12.000000,18.000000,19.000000,20.000000,11.000000,13.000000,9.000000,21.000000,10.000000
2014-01-02,05,13.000000,11.000000,18.000000,17.000000,21.000000,13.000000,18.000000,9.000000,20.000000,14.000000
2014-01-02,06,13.000000,9.000000,15.000000,16.000000,21.000000,11.000000,16.000000,10.000000,18.000000,15.000000
2014-01-02,07,15.000000,10.000000,16.000000,15.000000,23.000000,15.000000,20.000000,9.000000,18.000000,13.000000
2014-01-02,08,16.000000,9.000000,20.000000,17.000000,24.000000,20.000000,14.000000,9.000000,22.000000,19.000000
2014-01-02,09,18.000000,15.000000,33.000000,19.000000,34.000000,19.000000,27.000000,14.000000,39.000000,21.000000
2014-01-02,10,23.000000,32.000000,35.000000,20.000000,44.000000,12.000000,23.000000,21.000000,33.000000,26.000000
2014-01-02,11,35.000000,32.000000,21.000000,14.000000,39.000000,11.000000,8.000000,19.000000,16.000000,33.000000
2014-01-02,12,29.000000,14.000000,13.000000,12.000000,18.000000,11.000000,7.000000,17.000000,12.000000,17.000000
2014-01-02,13,19.000000,12.000000,10.000000,14.000000,14.000000,10.000000,3.000000,10.000000,11.000000,12.000000
2014-01-02,14,19.000000,12.000000,11.000000,15.000000,15.000000,10.000000,1.000000,8.000000,11.000000,10.000000
2014-01-02,15,18.000000,11.000000,11.000000,14.000000,11.000000,11.000000,1.000000,10.000000,16.000000,13.000000
2014-01-02,16,17.000000,11.000000,9.000000,15.000000,13.000000,13.000000,1.000000,11.000000,13.000000,13.000000
2014-01-02,17,20.000000,13.000000,13.000000,16.000000,14.000000,21.000000,1.000000,6.000000,14.000000,13.000000
2014-01-02,18,24.000000,16.000000,18.000000,25.000000,23.000000,28.000000,2.000000,4.000000,21.000000,16.000000
2014-01-02,19,40.000000,30.000000,38.000000,36.000000,50.000000,29.000000,20.000000,16.000000,45.000000,31.000000
2014-01-02,20,39.000000,33.000000,42.000000,35.000000,55.000000,31.000000,36.000000,32.000000,51.000000,37.000000
2014-01-02,21,32.000000,30.000000,40.000000,35.000000,52.000000,19.000000,38.000000,30.000000,45.000000,38.000000
2014-01-02,22,33.000000,29.000000,32.000000,22.000000,46.000000,13.000000,27.000000,30.000000,32.000000,38.000000
2014-01-02,23,27.000000,22.000000,18.000000,19.000000,35.000000,9.000000,15.000000,13.000000,22.000000,16.000000
2014-01-03,00,26.000000,11.000000,13.000000,13.000000,29.000000,8.000000,11.000000,7.000000,17.000000,13.000000
2014-01-03,01,20.000000,7.000000,19.000000,9.000000,24.000000,7.000000,8.000000,15.000000,14.000000,16.000000
2014-01-03,02,21.000000,6.000000,15.000000,5.000000,25.000000,6.000000,6.000000,10.000000,12.000000,11.000000
2014-01-03,03,13.000000,7.000000,11.000000,4.000000,18.000000,5.000000,2.000000,7.000000,8.000000,6.000000
2014-01-03,04,12.000000,3.000000,11.000000,4.000000,17.000000,5.000000,2.000000,8.000000,7.000000,7.000000
2014-01-03,05,14.000000,3.000000,10.000000,7.000000,19.000000,6.000000,3.000000,7.000000,8.000000,5.000000
2014-01-03,06,13.000000,6.000000,9.000000,11.000000,22.000000,8.000000,3.000000,11.000000,11.000000,5.000000
